"srid","fips","name","proj4text","srswkt"
32024,13501,"NAD27 / Oklahoma North","+proj=lcc +lat_1=35.56666666666667 +lat_2=36.76666666666667 +lat_0=35 +lon_0=-98 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Oklahoma North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",35.56666666666667],PARAMETER[""standard_parallel_2"",36.76666666666667],PARAMETER[""latitude_of_origin"",35],PARAMETER[""central_meridian"",-98],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32024""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32025,13502,"NAD27 / Oklahoma South","+proj=lcc +lat_1=33.93333333333333 +lat_2=35.23333333333333 +lat_0=33.33333333333334 +lon_0=-98 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Oklahoma South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",33.93333333333333],PARAMETER[""standard_parallel_2"",35.23333333333333],PARAMETER[""latitude_of_origin"",33.33333333333334],PARAMETER[""central_meridian"",-98],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32025""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32026,13601,"NAD27 / Oregon North","+proj=lcc +lat_1=44.33333333333334 +lat_2=46 +lat_0=43.66666666666666 +lon_0=-120.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Oregon North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",44.33333333333334],PARAMETER[""standard_parallel_2"",46],PARAMETER[""latitude_of_origin"",43.66666666666666],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32026""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32027,13602,"NAD27 / Oregon South","+proj=lcc +lat_1=42.33333333333334 +lat_2=44 +lat_0=41.66666666666666 +lon_0=-120.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Oregon South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",42.33333333333334],PARAMETER[""standard_parallel_2"",44],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32027""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32028,13701,"NAD27 / Pennsylvania North","+proj=lcc +lat_1=40.88333333333333 +lat_2=41.95 +lat_0=40.16666666666666 +lon_0=-77.75 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Pennsylvania North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",40.88333333333333],PARAMETER[""standard_parallel_2"",41.95],PARAMETER[""latitude_of_origin"",40.16666666666666],PARAMETER[""central_meridian"",-77.75],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32028""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32029,13702,"NAD27 / Pennsylvania South","+proj=lcc +lat_1=39.93333333333333 +lat_2=40.8 +lat_0=39.33333333333334 +lon_0=-77.75 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Pennsylvania South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",39.93333333333333],PARAMETER[""standard_parallel_2"",40.8],PARAMETER[""latitude_of_origin"",39.33333333333334],PARAMETER[""central_meridian"",-77.75],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32029""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32030,13800,"NAD27 / Rhode Island","+proj=tmerc +lat_0=41.08333333333334 +lon_0=-71.5 +k=0.9999938 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Rhode Island"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",41.08333333333334],PARAMETER[""central_meridian"",-71.5],PARAMETER[""scale_factor"",0.9999938],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32030""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32031,13901,"NAD27 / South Carolina North","+proj=lcc +lat_1=33.76666666666667 +lat_2=34.96666666666667 +lat_0=33 +lon_0=-81 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / South Carolina North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",33.76666666666667],PARAMETER[""standard_parallel_2"",34.96666666666667],PARAMETER[""latitude_of_origin"",33],PARAMETER[""central_meridian"",-81],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32031""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32033,13902,"NAD27 / South Carolina South","+proj=lcc +lat_1=32.33333333333334 +lat_2=33.66666666666666 +lat_0=31.83333333333333 +lon_0=-81 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / South Carolina South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",32.33333333333334],PARAMETER[""standard_parallel_2"",33.66666666666666],PARAMETER[""latitude_of_origin"",31.83333333333333],PARAMETER[""central_meridian"",-81],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32033""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32034,14001,"NAD27 / South Dakota North","+proj=lcc +lat_1=44.41666666666666 +lat_2=45.68333333333333 +lat_0=43.83333333333334 +lon_0=-100 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / South Dakota North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",44.41666666666666],PARAMETER[""standard_parallel_2"",45.68333333333333],PARAMETER[""latitude_of_origin"",43.83333333333334],PARAMETER[""central_meridian"",-100],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32034""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32035,14002,"NAD27 / South Dakota South","+proj=lcc +lat_1=42.83333333333334 +lat_2=44.4 +lat_0=42.33333333333334 +lon_0=-100.3333333333333 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / South Dakota South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",42.83333333333334],PARAMETER[""standard_parallel_2"",44.4],PARAMETER[""latitude_of_origin"",42.33333333333334],PARAMETER[""central_meridian"",-100.3333333333333],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32035""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
2204,14100,"NAD27 / Tennessee","+proj=lcc +lat_1=35.25 +lat_2=36.41666666666666 +lat_0=34.66666666666666 +lon_0=-86 +x_0=609601.2192024384 +y_0=30480.06096012192 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Tennessee"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",35.25],PARAMETER[""standard_parallel_2"",36.41666666666666],PARAMETER[""latitude_of_origin"",34.66666666666666],PARAMETER[""central_meridian"",-86],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",100000],AUTHORITY[""EPSG"",""2204""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32037,14201,"NAD27 / Texas North","+proj=lcc +lat_1=34.65 +lat_2=36.18333333333333 +lat_0=34 +lon_0=-101.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Texas North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",34.65],PARAMETER[""standard_parallel_2"",36.18333333333333],PARAMETER[""latitude_of_origin"",34],PARAMETER[""central_meridian"",-101.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32037""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32038,14202,"NAD27 / Texas North Central","+proj=lcc +lat_1=32.13333333333333 +lat_2=33.96666666666667 +lat_0=31.66666666666667 +lon_0=-97.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Texas North Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",32.13333333333333],PARAMETER[""standard_parallel_2"",33.96666666666667],PARAMETER[""latitude_of_origin"",31.66666666666667],PARAMETER[""central_meridian"",-97.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32038""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32039,14203,"NAD27 / Texas Central","+proj=lcc +lat_1=30.11666666666667 +lat_2=31.88333333333333 +lat_0=29.66666666666667 +lon_0=-100.3333333333333 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Texas Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",30.11666666666667],PARAMETER[""standard_parallel_2"",31.88333333333333],PARAMETER[""latitude_of_origin"",29.66666666666667],PARAMETER[""central_meridian"",-100.3333333333333],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32039""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32040,14204,"NAD27 / Texas South Central","+proj=lcc +lat_1=28.38333333333333 +lat_2=30.28333333333333 +lat_0=27.83333333333333 +lon_0=-99 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Texas South Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",28.38333333333333],PARAMETER[""standard_parallel_2"",30.28333333333333],PARAMETER[""latitude_of_origin"",27.83333333333333],PARAMETER[""central_meridian"",-99],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32040""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32041,14205,"NAD27 / Texas South","+proj=lcc +lat_1=26.16666666666667 +lat_2=27.83333333333333 +lat_0=25.66666666666667 +lon_0=-98.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Texas South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",26.16666666666667],PARAMETER[""standard_parallel_2"",27.83333333333333],PARAMETER[""latitude_of_origin"",25.66666666666667],PARAMETER[""central_meridian"",-98.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32041""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32042,14301,"NAD27 / Utah North","+proj=lcc +lat_1=40.71666666666667 +lat_2=41.78333333333333 +lat_0=40.33333333333334 +lon_0=-111.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Utah North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",40.71666666666667],PARAMETER[""standard_parallel_2"",41.78333333333333],PARAMETER[""latitude_of_origin"",40.33333333333334],PARAMETER[""central_meridian"",-111.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32042""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32043,14302,"NAD27 / Utah Central","+proj=lcc +lat_1=39.01666666666667 +lat_2=40.65 +lat_0=38.33333333333334 +lon_0=-111.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Utah Central"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",39.01666666666667],PARAMETER[""standard_parallel_2"",40.65],PARAMETER[""latitude_of_origin"",38.33333333333334],PARAMETER[""central_meridian"",-111.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32043""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32044,14303,"NAD27 / Utah South","+proj=lcc +lat_1=37.21666666666667 +lat_2=38.35 +lat_0=36.66666666666666 +lon_0=-111.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Utah South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",37.21666666666667],PARAMETER[""standard_parallel_2"",38.35],PARAMETER[""latitude_of_origin"",36.66666666666666],PARAMETER[""central_meridian"",-111.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32044""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32045,14400,"NAD27 / Vermont","+proj=tmerc +lat_0=42.5 +lon_0=-72.5 +k=0.999964286 +x_0=152400.3048006096 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Vermont"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",42.5],PARAMETER[""central_meridian"",-72.5],PARAMETER[""scale_factor"",0.999964286],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32045""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32046,14501,"NAD27 / Virginia North","+proj=lcc +lat_1=38.03333333333333 +lat_2=39.2 +lat_0=37.66666666666666 +lon_0=-78.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Virginia North"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",38.03333333333333],PARAMETER[""standard_parallel_2"",39.2],PARAMETER[""latitude_of_origin"",37.66666666666666],PARAMETER[""central_meridian"",-78.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32046""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32047,14502,"NAD27 / Virginia South","+proj=lcc +lat_1=36.76666666666667 +lat_2=37.96666666666667 +lat_0=36.33333333333334 +lon_0=-78.5 +x_0=609601.2192024384 +y_0=0 +ellps=clrk66 +datum=NAD27 +units=us-ft +no_defs","PROJCS[""NAD27 / Virginia South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",36.76666666666667],PARAMETER[""standard_parallel_2"",37.96666666666667],PARAMETER[""latitude_of_origin"",36.33333333333334],PARAMETER[""central_meridian"",-78.5],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32047""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
