address,city,state,zip
"10400 Chevy Lane ","LA MESA",CA,91941
"2400 Cambridge Avenue ",ENCINITAS,CA,92007
"3600 Glen Avenue ",CARLSBAD,CA,92010
"1100 13 Th Street ","COUNTY UNINCORPORATED",CA,91932
"7300 University Avenue ","LA MESA",CA,91942
"1600 Lone Oak Road ",VISTA,CA,92081
"3800 Via Pasatiempo ","RANCHO SANTA FE",CA,92067
"200 Rockhill Road ",VISTA,CA,92083
"2000 Cte Baldre ",CARLSBAD,CA,""
"200 Colina Terrace ",VISTA,CA,92083
"33800 Los Huecos Road ","",CA,91948
"1400 Hermes ",ENCINITAS,CA,92024
"1800 University Avenue ",VISTA,CA,92083
"2800 Glenview Way ",ESCONDIDO,CA,92025
"1700 Marc Trail ",CAMPO,CA,91906
"3600 Victoria Heights Place ",ALPINE,CA,91901
"2000 Avilla Court ","SAN DIEGO",CA,""
"1000 Calle Del Armor ","CHULA VISTA",CA,""
"5000 Cam Dela Siesta ","SAN DIEGO",CA,""
"1900 West Drive ",VISTA,CA,92081
"15500 Sr - 76 ","PAUMA VALLEY",CA,92061
"3500 Valley Road ",BONITA,CA,""
"1900 Yettford Road ",VISTA,CA,92083
"100 Sportfisher Drive ",OCEANSIDE,CA,92054
"5400 Collwood ","SAN DIEGO",CA,""
"0 Sweetwater Road ","SAN DIEGO",CA,92139
"100 Alta Mesa Drive ",VISTA,CA,92084
"2400 Calle Tortuosa Street ","",CA,""
"1500 Ramona Street ","",CA,""
"700 S Camino Del Rio ","SAN DIEGO",CA,""
"6200 Caminito Telmo ","",CA,""
"13200 Hartfield Avenue ","SAN DIEGO",CA,92130
"2300 L Avenue ","",CA,""
"600 N Ash Street ",ESCONDIDO,CA,92025
"1300 E 28 Th Street ","NATIONAL CITY",CA,91950
"100 Mason Road ",VISTA,CA,92084
"7400 Muriel Place ","",CA,""
"500 Carvalos Drive ","CHULA VISTA",CA,91910
"2400 Cherimoya Drive ","",CA,92084
"14600 Woodhue Lane ",POWAY,CA,92064
"400 And 422 ","SAN DIEGO",CA,92127
"1600 Hunte Parkway ","CHULA VISTA",CA,91915
"1100 Greensview ","CHULA VISTA",CA,""
"300 K Street ","",CA,""
"4600 Judson Way ","LA MESA",CA,91942
"12600 Metate Road ",POWAY,CA,92064
"200 S Kraemer Boulevard ",NON-REGIONAL,CA,""
"0 Northbrook ","SAN DIEGO",CA,""
"7100 Batista Street ","",CA,""
"2800 Unicornio ",CARLSBAD,CA,""
"17900 Highlands Ranch Terrace ",POWAY,CA,92064
"4600 Kumeyaay Road ",BOULEVARD,CA,91905
"4600 Dehesa Road ","EL CAJON",CA,92019
"2100 Hidden Springs Drive ","EL CAJON",CA,92019
"2000 Entertainment Cir ","SAN DIEGO",CA,""
"11900 Singer Lane ","SPRING VALLEY",CA,91977
"2400 Pruett Drive ",VISTA,CA,92083
"2000 Entertainment Circle ","CHULA VISTA",CA,""
"2000 Entertainment Circle ","COUNTY UNINCORPORATED",CA,""
"9800 Stonecreat ","SAN DIEGO",CA,""
"9500 Harmony Grove Road ","",CA,92029
"10600 Dabney ","SAN DIEGO",CA,""
"10300 Reagan Road ","SAN DIEGO",CA,92126
"1800 Hidden Mesa Road ","EL CAJON",CA,92019
"2800 Wabash ","SAN DIEGO",CA,""
"300 Pleasant Way ","SAN MARCOS",CA,92078
"12500 Holland Place ",POWAY,CA,92064
"1400 Hacienda Drive ",VISTA,CA,92081
"1700 Summertime Drive ","EL CAJON",CA,92019
"200 W Cypress Avenue ","",CA,""
"2200 Glenview Lane ",VISTA,CA,92084
"0 Trekworks 13000 Gregg Street ",POWAY,CA,92064
"100 E Hawthorne Avenue ",FALLBROOK,CA,92028
"29300 The Yellow Brick Road ","VALLEY CENTER",CA,92082
"1200 Naranca Avenue ","",CA,""
"600 Broadway ","",CA,""
"1700 S Coast Highway 101 ",ENCINITAS,CA,92024
"6100 Tait Street ","SAN DIEGO",CA,""
"300 Paloma Lane ","",CA,92021
"300 Zukor Glen ",ESCONDIDO,CA,""
"2900 Rancho Rio Chico ",CARLSBAD,CA,92009
"31100 Chihuahua Valley Road ","WARNER SPRINGS",CA,92536
"5900 Valencia Circle ","RANCHO SANTA FE",CA,92091
"300 Guerrero ","SAN DIEGO",CA,""
"300 Godfrey Street ",OCEANSIDE,CA,92054
"1300 Elder ","SAN DIEGO",CA,""
"9000 River Street ","",CA,""
"900 West Mission ","SAN DIEGO",CA,""
"10600 Fuerte Drive ","LA MESA",CA,""
"500 Barham Drive ","SAN MARCOS",CA,92069
"300 Mar Vista Drive ",VISTA,CA,92081
"1800 Calle Barcelona ",ENCINITAS,CA,92024
"4500 Dana Drive ","LA MESA",CA,91942
"500 Kaile Lane ",ESCONDIDO,CA,92027
"2400 Rudder Road ",OCEANSIDE,CA,""
"6300 Mt Ainsworth Way ","SAN DIEGO",CA,92111
"16000 Dunbar Place ","EL CAJON",CA,92021
"2200 Linda Vista ","SAN DIEGO",CA,""
"700 Fresca Court ","SOLANA BEACH",CA,92075
"6000 Waverly Avenue ","SAN DIEGO",CA,92037
"3100 Blue Jay Drive ",JULIAN,CA,92036
"0 Montego Court ",CORONADO,CA,92118
"300 Elm Tree Lane ",FALLBROOK,CA,92028
"2000 Entertainment Way ","",CA,""
"2000 Entertainment Circle ","",CA,""
"300 N Emerald Drive ",VISTA,CA,92081
"8300 Serenity Court ",LAKESIDE,CA,92021
"2700 Dana Landing Road ","SAN DIEGO",CA,""
"6300 Kimi Lane ","LA MESA",CA,91942
"10100 Palm Glen Apt 41 Drive ",SANTEE,CA,""
"7900 Calle Cristobal ","SAN DIEGO",CA,92126
"600 W G Street ","SAN DIEGO",CA,""
"4000 Camto Espejo ","SAN DIEGO",CA,92107
"44700 Old Highway 80 ",JACUMBA,CA,91934
"8600 Fensmuir Street ","",CA,""
"3200 Loma Estates Court ",JAMUL,CA,91935
"2000 University Drive ",VISTA,CA,92081
"8100 Lamour Lane ","SAN DIEGO",CA,92127
"200 Olive Avenue ","",CA,""
"13400 Camino Canada ","EL CAJON",CA,92019
"3000 Camino Del Rancho ",ENCINITAS,CA,92024
"1600 Hermosita Drive ","SAN MARCOS",CA,92078
"300 La Cresta Heights Road ","EL CAJON",CA,92019
"16100 Kumeyaay Road ","VALLEY CENTER",CA,92082
"3700 S Old Hwy 395 ",BONSALL,CA,""
"600 Plaskon Lane ",TECATE,CA,91980
"11000 Horizon Hills Drive ","EL CAJON",CA,92020
"10200 Sully Way ","SAN DIEGO",CA,92126
"13800 Avenida Del Charro ","EL CAJON",CA,92021
"20200 Lake Drive ","SAN DIEGO",CA,""
"5600 Lancaster Drive ","SAN DIEGO",CA,92120
"5400 Albright Street ",OCEANSIDE,CA,92057
"1200 Blk Of 02 Nd Street ",CORONADO,CA,""
"200 La Cresta Road ","EL CAJON",CA,92021
"0 Miles ",JACUMBA,CA,91934
"2100 Finch Lane ","",CA,""
"1100 Madera Lane ",VISTA,CA,92083
"1800 Samoa Way ",OCEANSIDE,CA,92054
"4100 La Canada Road ",FALLBROOK,CA,92028
"10300 Craftsman Way ","4S RANCH",CA,92127
"3000 Poinsettia Drive ","",CA,""
"3700 Curti ","SAN DIEGO",CA,""
"2800 Mountain View Drive ",ESCONDIDO,CA,92026
"9800 Tomcat Place ","SAN DIEGO",CA,92126
"2300 Grafton Street ","",CA,""
"1000 Hollister ","SAN DIEGO",CA,""
"1500 Cumbre View ","COUNTY UNINCORPORATED",CA,""
"5900 Lance Street ","SAN DIEGO",CA,92120
"7900 Meadow Lark Drive ","SAN DIEGO",CA,""
"1400 Palm View Court ","NATIONAL CITY",CA,91950
"1400 Oak Hill Drive ","",CA,""
"1300 Grand Avenue ","SPRING VALLEY",CA,92078
"6500 Dehesa Road ",ALPINE,CA,91901
"10500 Camto Flore ","SAN DIEGO",CA,""
"5400 Calzada Del Bosque ","RANCHO SANTA FE",CA,92067
"200 W Old Julian Highway ",RAMONA,CA,92065
"17300 Iron Mountain Drive ",RAMONA,CA,92065
"3700 East Ave T - 6 ","",CA,93550
"17500 Rancho De Oro Drive ",RAMONA,CA,92065
"28800 Mtn Meadow Road ","",CA,92026
"2300 11 Th Street ",ENCINITAS,CA,92024
"12500 Campo Road ","SPRING VALLEY",CA,91977
"1700 Avnda Cherylita ","EL CAJON",CA,92020
"600 Encinitas Boulevard ","COUNTY UNINCORPORATED",CA,92024
"2200 Jacaranda Place ","SAN DIEGO",CA,""
"1000 Arena Circle Drive ","COUNTY UNINCORPORATED",CA,""
"1000 Arena Circle ","COUNTY UNINCORPORATED",CA,""
"1000 Marina Park Way ","SAN DIEGO",CA,""
"1400 Souvenir Drive ","EL CAJON",CA,92021
"1500 Granite Hills Drive ","",CA,""
"4400 Yerba Santa Drive ","SAN DIEGO",CA,92115
"11300 Via Rancho San Diego ","LA MESA",CA,""
"1500 Vista De Montemar ","EL CAJON",CA,92021
"3500 Sand Court ",CARLSBAD,CA,92010
"800 Broadway Circle ","SAN DIEGO",CA,92101
"10800 Barbados Way ","SAN DIEGO",CA,92126
"2400 Timber Creek Lane ",ESCONDIDO,CA,92027
"9200 Old Castle Road ","",CA,92082
"12200 Oak Knoll Road ","COUNTY UNINCORPORATED",CA,92064
"1700 Melrose Avenue ","",CA,""
"7900 Arjon Drive ","SAN DIEGO",CA,""
"25500 Highway 94 ","",CA,91963
"32200 Valley Center Road ","VALLEY CENTER",CA,92082
"5500 Surf Rider Way ","SAN DIEGO",CA,""
"2100 Hidden Springs Drive ","EL CAJON",CA,92020
"2700 Ascott Avenue ",CARLSBAD,CA,""
"500 Barham Drive ","SAN MARCOS",CA,92078
"400 Caminto Del Rio Sout ","SAN DIEGO",CA,""
"1100 Thoma ","SAN DIEGO",CA,""
"4100 Spearfish Lane ","SAN DIEGO",CA,92124
"1100 Sugarbush Drive ",VISTA,CA,92084
"3800 Townsgate Drive ","SAN DIEGO",CA,92130
"3400 Alta View Drive ","SAN DIEGO",CA,92139
"400 Blk Tecate Road ",TECATE,CA,91980
"1500 Black Walnut Drive ","SAN MARCOS",CA,92069
"6500 Via Dos Valles ","RANCHO SANTA FE",CA,92067
"100 N Q Avenue ","NATIONAL CITY",CA,91950
"3200 S Bonita Street ","SPRING VALLEY",CA,91977
"3600 Ashford Street ","",CA,""
"7000 Forsters Tern Drive ",CARLSBAD,CA,92011
"100 Orlando Street ","",CA,""
"2000 Lindy Way ","",CA,92069
"1800 Jalisco Road ","",CA,92019
"0 Home Depot 12175 Tech Center Drive ",POWAY,CA,92064
"1900 Highland Drive ","COUNTY UNINCORPORATED",CA,92075
"11000 Sunrise Highway ","",CA,91948
"2000 Toboggan Way ","SAN DIEGO",CA,92154
"1700 Crespo ","SAN DIEGO",CA,92037
"15900 Spring Oaks Road ",ALPINE,CA,91901
"16200 Camino Arriba ",RAMONA,CA,92065
"36200 Church Road ",CAMPO,CA,91906
"10700 Rockville Street ",SANTEE,CA,92071
"11000 Lea Terrace Drive ",SANTEE,CA,92071
"1400 Encinitas Boulevard ","COUNTY UNINCORPORATED",CA,92024
"4700 Pine Ridge Way ",JULIAN,CA,92036
"100 14 Th Street ",RAMONA,CA,92065
"4100 Exective ","SAN DIEGO",CA,""
"14300 El Vestudo ","SAN DIEGO",CA,""
"1800 W Vista Way ",VISTA,CA,92084
"2000 Mission Road ",FALLBROOK,CA,92028
"4400 Via Pasear ","SAN DIEGO",CA,92122
"3400 Argonne Street ","SAN DIEGO",CA,92117
"200 W E Street ","COUNTY UNINCORPORATED",CA,92024
"100 Avocado ","EL CAJON",CA,""
"2900 Ridgeway Drive ","",CA,""
"2400 Dehesa Road ","EL CAJON",CA,92021
"3800 Vista Campana S ","",CA,""
"2700 Harriet Street ","",CA,""
"1400 Via Lima ",FALLBROOK,CA,92028
"1800 Alvarado Street ","",CA,""
"10100 Leavesly Trail ",SANTEE,CA,92071
"8900 Napa Valley Way ","SAN DIEGO",CA,""
"5100 Mendip Street ","",CA,""
"500 Luna Drive ","",CA,""
"6000 Deerford Row ","SAN DIEGO",CA,92037
"2800 Summit Drive ","COUNTY UNINCORPORATED",CA,92025
"4400 Haine Street ","SAN DIEGO",CA,""
"300 Brookstone Place ",SANTEE,CA,92071
"1500 San Elijo Road ","SAN MARCOS",CA,92069
"2000 Entertaiment Circle ","COUNTY UNINCORPORATED",CA,""
"5200 Derby Hill Point ","SAN DIEGO",CA,92130
"14100 Powers Road ","SAN DIEGO",CA,""
"800 Lenser Way ",ESCONDIDO,CA,""
"2900 Rancho Parkway ","EL CAJON",CA,""
"300 S El Cam Real ",OCEANSIDE,CA,92057
"800 Oceancrest Road ",ENCINITAS,CA,92007
"1700 Augusta Court ","SPRING VALLEY",CA,91977
"11200 Breckenridge Way ","SAN DIEGO",CA,92131
"11600 Carmel Creek Road ","SAN DIEGO",CA,""
"2000 Heritage Road ","SAN DIEGO",CA,""
"0 Las Cruces Avenue ","SAN MARCOS",CA,92078
"5100 Mt Acadia ","SAN DIEGO",CA,""
"2400 Aster Street ","SAN DIEGO",CA,92109
"12400 Senda Road ","SAN DIEGO",CA,92128
"3900 Miramar ","SAN DIEGO",CA,""
"8000 Genesee Avenue ","SAN DIEGO",CA,92122
"600 I Street ",RAMONA,CA,92065
"1500 Burwell Lane ","EL CAJON",CA,92019
"6200 Hughes Street ","SAN DIEGO",CA,92115
"100 W J Street ",ENCINITAS,CA,92024
"3300 Via De La Valle ","SAN DIEGO",CA,92014
"2000 S Garey Avenue ",NON-REGIONAL,CA,""
"500 Marina Park Way ","SAN DIEGO",CA,""
"2600 Davenport Lane ","LEMON GROVE",CA,91945
"5900 Rancho Hill ","SAN DIEGO",CA,""
"300 Palm Avenue ","EL CAJON",CA,92020
"39700 Calle De Luz ",FALLBROOK,CA,92028
"8100 Binney Place ","LA MESA",CA,91942
"1200 Hueneme Street ","",CA,""
"0 La Jolla Road ","PAUMA VALLEY",CA,92061
"8000 Th Bar Ranch Trail ","",CA,91901
"10000 Del Dios Highway ",ESCONDIDO,CA,92029
"1100 N Main Street ","SAN DIEGO",CA,""
"700 Maryland Drive ",VISTA,CA,92084
"10700 Calle Juan ","SPRING VALLEY",CA,91977
"500 N Mollison ","",CA,""
"8500 Old Stonefield Cente ","SAN DIEGO",CA,""
"1000 Via Las Cumbre ","SAN DIEGO",CA,""
"10300 Clairemont Mesa Boulevard ","SAN DIEGO",CA,92124
"2700 E Mission Road ",FALLBROOK,CA,92028
"1700 Blk Silver Strand Boulevard ",CORONADO,CA,""
"15000 Sr76 ","PAUMA VALLEY",CA,""
"9900 Chocolate Summit Drive ",ALPINE,CA,91901
"10500 Clasico Court ","SAN DIEGO",CA,92127
"3300 Cte Panorama ",CARLSBAD,CA,92009
"400 Shady Lane ","",CA,""
"4200 Highland ","",CA,""
"1700 Burbury Way ","SAN MARCOS",CA,92078
"22700 Tombill Road ",RAMONA,CA,92065
"400 S Melrose Drive ",VISTA,CA,92083
"1100 Random Road ","EL CAJON",CA,92020
"1100 S Main ",FALLBROOK,CA,92028
"100 Barham Drive ","SAN MARCOS",CA,92078
"1700 Anza Place ",ESCONDIDO,CA,92027
"6000 Cala Lily Street ",SANTEE,CA,92071
"200 Saxony Avenue ",ENCINITAS,CA,92024
"4800 La Perla Way ","SPRING VALLEY",CA,91977
"0 Sdcj ","COUNTY UNINCORPORATED",CA,92121
"500 Amunition Road ",FALLBROOK,CA,92028
"1400 Cressa Court ",CARLSBAD,CA,92011
"900 G Street ","CHULA VISTA",CA,""
"36200 Lee Barr Rnch ",PALA,CA,92059
"3000 Villa Adolee ","SPRING VALLEY",CA,91977
"1300 Euclid Avenue ","NATIONAL CITY",CA,91950
"2100 Massachusetts Avenue ","LEMON GROVE",CA,91945
"2500 Rae Place ","",CA,""
"1200 Fox Glen ",ESCONDIDO,CA,92029
"400 Los Huecos Road ","",CA,91948
"1900 Erie Street ","",CA,""
"4900 Colina Drive ","LA MESA",CA,91942
"4700 Lomitas Drive ","SAN DIEGO",CA,92116
"2700 Mateo Place ",CARLSBAD,CA,92009
"3300 Carnation Avenue ","",CA,""
"11000 Siempre Viva Road ","SAN DIEGO",CA,""
"1800 Fuchsia Court ",OCEANSIDE,CA,92054
"9700 Campo Road ","",CA,""
"40300 Old Highway 80 ",BOULEVARD,CA,91905
"3900 05 Th Avenue ","",CA,""
"900 Rainbow Crest Road ",FALLBROOK,CA,92028
"1600 26 Th Road ","SAN DIEGO",CA,""
"800 Taylor Street ",VISTA,CA,92083
"2900 Chauncey Drive ","SAN DIEGO",CA,92123
"3200 Cam De La Plaza ","SAN DIEGO",CA,92173
"2200 Kunyaaw Pass ","VALLEY CENTER",CA,92082
"3200 Broadway ","SAN DIEGO",CA,92102
"400 Helix Way ",OCEANSIDE,CA,92057
"14100 Olds Hwy 80 ","COUNTY UNINCORPORATED",CA,""
"8000 Center Drive ","LA MESA",CA,""
"1600 Sandalwood Lane ",CARLSBAD,CA,92008
"6600 Littler Drive ","SAN DIEGO",CA,92119
"1700 Lahoud Drive ",ENCINITAS,CA,92024
"1600 Debann Road ",ENCINITAS,CA,92007
"6200 Avendia Encinas ",CARLSBAD,CA,""
"6300 Ito Court ","SAN DIEGO",CA,92114
"700 Genevieve Avenue ","SOLANA BEACH",CA,92075
"800 S Broadway ",ESCONDIDO,CA,92025
"600 Cam De Orchidia ",ENCINITAS,CA,92024
"200 W Cal Primera ","SAN DIEGO",CA,""
"400 Oriole Court ","CHULA VISTA",CA,""
"8400 Miramar Mall ","SAN DIEGO",CA,92121
"10500 Rock Creek Drive ","SAN DIEGO",CA,92131
"3900 N Harbor Drive ","COUNTY UNINCORPORATED",CA,""
"100 Fletcher Parkway ","",CA,""
"2500 Willow Glen Drive ","",CA,92019
"3100 44 Th Street ","",CA,""
"100 N Hwy 101 ","SOLANA BEACH",CA,92075
"3000 Chauncey Drive ","SAN DIEGO",CA,92123
"12000 Campo Road ",JAMUL,CA,91935
"2100 Ebers Street ","",CA,""
"6700 Batiquitos Drive ",CARLSBAD,CA,""
"14500 Cedar Ridge Court ",POWAY,CA,92064
"200 Lakeview Avenue ","EL CAJON",CA,92019
"1500 Vixen Drive ",RAMONA,CA,92065
"500 W Laurel Street ","SAN DIEGO",CA,92101
"3300 Valemont Street ","SAN DIEGO",CA,92106
"8400 Pathos Court ","SAN DIEGO",CA,92129
"1500 W Mission Avenue ",ESCONDIDO,CA,92029
"1000 Meadow Lake Drive ",VISTA,CA,92083
"12600 Mcferon Road ",POWAY,CA,92064
"300 S Twin Oaks Valley Road ","SAN DIEGO",CA,""
"400 Cabo Court ",OCEANSIDE,CA,92058
"5900 Noraak Court ","LA MESA",CA,91942
"3300 Gunn Street ","SAN DIEGO",CA,""
"1500 05 Th Street ",CORONADO,CA,92118
"1500 Carlsbad Village Drive ",CARLSBAD,CA,92008
"14400 Twin Gables Court ",POWAY,CA,92064
"700 Silverado Street ","SAN DIEGO",CA,92037
"700 Surrey Trail ",JULIAN,CA,92036
"3500 S Jones Boulevard ",NON-REGIONAL,CA,""
"4800 S Eastern Avenue ",NON-REGIONAL,CA,""
"400 Los Huecos Road ","PINE VALLEY",CA,91962
"4000 Pavo Real Drive ","SAN DIEGO",CA,92124
"14200 Halper Road ",POWAY,CA,92064
"1900 Gray Rabbit Hollow Lane ","",CA,""
"17100 Oos Road ","VALLEY CENTER",CA,92082
"2100 Steiger Lane ",OCEANSIDE,CA,92056
"11500 Via Playa De Corte ","SAN DIEGO",CA,""
"0 Bontia Road ","CHULA VISTA",CA,""
"1700 Legaye Drive ",ENCINITAS,CA,92024
"1500 Via Entrada Del Lago ","",CA,92078
"15200 Camto Maria ","RANCHO SANTA FE",CA,92067
"1800 Dolan ","SAN DIEGO",CA,""
"900 Pomona Avenue ","",CA,""
"1900 Hartwright Road ",VISTA,CA,92083
"200 Jena Court ","SAN DIEGO",CA,""
"3300 Church Street ","SAN DIEGO",CA,""
"12000 Proctor Valley Road ",BONITA,CA,91902
"2200 Neptune ","SAN DIEGO",CA,""
"14000 Highway 8 Bus ",LAKESIDE,CA,92040
"10000 Blossom Valley Road ","",CA,92021
"3700 Avenida Johanna ","EL CAJON",CA,92019
"4100 Reche Road ",FALLBROOK,CA,92028
"600 Los Vallecitos Boulevard ","SAN MARCOS",CA,92069
"17400 Calle Mayor ","RANCHO SANTA FE",CA,92067
"1100 Navello Street ","EL CAJON",CA,92021
"10600 Camto Basswood ","SAN DIEGO",CA,92131
"200 Dewane ","EL CAJON",CA,""
"400 S First ","EL CAJON",CA,92020
"2500 Lanning ","SAN DIEGO",CA,""
"2500 W Mission Bay Drive ","SAN DIEGO",CA,""
"5900 Oceanview Ridge Lane ","SAN DIEGO",CA,92121
"4600 North Harbor Drive ","SAN DIEGO",CA,92106
"5600 Calle Salsi Puedes ","SAN DIEGO",CA,""
"1100 Random Road ","EL CAJON",CA,92019
"0 Avenida Linda ",POWAY,CA,92064
"12800 Glen Circle Road ",POWAY,CA,92064
"1800 Robinhood Lane ",VISTA,CA,92084
"7900 Laurelridge Road ","SAN DIEGO",CA,92120
"3500 Manchester Avenue ",ENCINITAS,CA,92024
"2000 Spray Avenue ","SAN DIEGO",CA,""
"3000 Mountain View Drive ",ESCONDIDO,CA,92027
"10500 Father Junipero Serr Trail ","SAN DIEGO",CA,92124
"26800 Calle De Encinas ","VALLEY CENTER",CA,92082
"1000 W Mission Bay Drive ","SAN DIEGO",CA,92109
"3600 Bonita Verde Drive ","COUNTY UNINCORPORATED",CA,""
"5000 Bacon Street ","SAN DIEGO",CA,""
"1700 Coyote Court ",VISTA,CA,92083
"1000 Valenzuela Road ",PALA,CA,92059
"30300 Miller Road ","VALLEY CENTER",CA,92082
"900 Santa Helena Park Court ","SOLANA BEACH",CA,92075
"1300 Fern Place ",VISTA,CA,92084
"10000 Via Frances ","COUNTY UNINCORPORATED",CA,""
"11200 Crazy Horse Drive ",LAKESIDE,CA,92040
"9100 Camino Lago Vista ","SPRING VALLEY",CA,91977
"3200 Heide Lane ",JAMUL,CA,91935
"23500 Japatul Road ",ALPINE,CA,91901
"800 03 Rd Avenue ","",CA,""
"800 Dale Court ","",CA,""
"10500 Vista Sorrento Parkway ","SAN DIEGO",CA,""
"1400 04 Th Street ","",CA,""
"500 Casselman Street ","",CA,""
"800 52 Nd ","SAN DIEGO",CA,92101
"33000 S Molalla Forest Road ","SAN DIEGO",CA,""
"500 E H Street ","",CA,""
"1700 Zapo Street ","DEL MAR",CA,92014
"15600 Broad Oaks Road ","EL CAJON",CA,92021
"2400 Mission Bay ","SAN DIEGO",CA,""
"700 Ballard Street ","",CA,""
"1300 N 01 St Street ","",CA,""
"8500 Los Coches Road ","EL CAJON",CA,92020
"200 East Lane ","EL CAJON",CA,92021
"4000 Trident Way ",CORONADO,CA,""
"16900 Sr - 76 ","VALLEY CENTER",CA,92082
"6300 Plum Way ","SAN DIEGO",CA,92130
"1700 Currant Way ","CHULA VISTA",CA,91915
"0 Mile Mark S Grade Road ","PALOMAR MOUNTAIN",CA,92060
"600 Se Mountain View Drive ","SAN DIEGO",CA,""
"4200 Black Mtn Road ","LA MESA",CA,91941
"1000 Mountian Ash ","CHULA VISTA",CA,""
"2600 Woodland Heights Gle ",ESCONDIDO,CA,92026
"200 Blue Sky Lane ",OCEANSIDE,CA,92056
"1100 Weber Creek Road ","CHULA VISTA",CA,91913
"3100 Zola Street ","SAN DIEGO",CA,92106
"700 E 04 Th Avenue ","",CA,""
"6100 Alvarado ( C Lot ) Road ","SAN DIEGO",CA,""
"1700 Cam Del Este ","SAN DIEGO",CA,""
"9400 Grossmont Boulevard ","LA MESA",CA,""
"2100 Court Street ","DEL MAR",CA,92014
"1100 Pinto Canyon Lane ","CHULA VISTA",CA,91915
"10600 Dabney Drive ","SAN DIEGO",CA,""
"8100 Pale Moon Road ","4S RANCH",CA,92127
"2200 Lakeshore Drive ","CHULA VISTA",CA,""
"3800 La Jolla Village Drive ","SAN DIEGO",CA,92122
"2700 E Division Street ","NATIONAL CITY",CA,91950
"800 W Grape Street ","SAN DIEGO",CA,""
"4200 Harbinson Avenue ","LA MESA",CA,91942
"800 S Sunshine Avenue ","",CA,""
"12400 Meandro Road ","SAN DIEGO",CA,92128
"2500 El Camino Del Norte ",ENCINITAS,CA,92024
"0 Marketplace Avenue ","SAN DIEGO",CA,""
"200 N Clairmont Avenue ","",CA,""
"2800 Meadowlark Drive ","",CA,""
"1400 Country Club Drive ",ESCONDIDO,CA,92029
"500 Miguel Trail Place ","CHULA VISTA",CA,91914
"2200 Rachael Avenue ","SAN DIEGO",CA,92139
"34300 Broken Oak Lane ","",CA,""
"3500 30 Th Street ","",CA,""
"1200 Blk E Mission Road ",FALLBROOK,CA,92028
"400 Hillsmont Place ","",CA,""
"1000 Lanza Court ","SAN MARCOS",CA,92078
"1600 Village Park Way ",ENCINITAS,CA,92024
"0 Unknown ",ENCINITAS,CA,""
"2700 Black Gum Court ","CHULA VISTA",CA,91915
"17800 Sr - 67 ",RAMONA,CA,92065
"8800 Lawrence Welk Drive ",ESCONDIDO,CA,92025
"18000 Pomerado Road ","SAN DIEGO",CA,92128
"700 W Grape Street ","SAN DIEGO",CA,""
"14300 Janal Way ","SAN DIEGO",CA,""
"4600 North Avenue ","",CA,""
"12600 Jackson Heights Drive ",LAKESIDE,CA,92040
"33900 Mt Laguna Drive ","PINE VALLEY",CA,91948
"8500 La Jolla Shore Drive ","SAN DIEGO",CA,""
"1600 Kelton Road ","SAN DIEGO",CA,92114
"4700 Mt Gaywas Drive ","",CA,""
"2800 Meadow Lark Drive ","",CA,""
"1800 San Pablo Drive ","SAN MARCOS",CA,92069
"100 Pala Street ",RAMONA,CA,92065
"1000 Nordahl Road ","SAN MARCOS",CA,92026
"11300 Manorgate Drive ","SAN DIEGO",CA,92130
"9400 Rosso Court ","EL CAJON",CA,92021
"17600 San Dieguito Road ","SAN DIEGO",CA,92127
"900 Metcalf Street ",ESCONDIDO,CA,92026
"30300 Highway 78 ","SANTA YSABEL",CA,92070
"300 Loma Alta Drive ",OCEANSIDE,CA,92054
"5000 Sundrift Court ",OCEANSIDE,CA,92056
"30800 Old Hwy 395 ",ESCONDIDO,CA,92026
"2500 Torrey Pine Road ","SAN DIEGO",CA,""
"7300 Escallonia Court ",CARLSBAD,CA,92011
"6300 Camto Telmo ","SAN DIEGO",CA,92111
"12700 Laurel Street ",SANTEE,CA,92071
"5100 Fanuel Street ","SAN DIEGO",CA,92109
"19100 San Pasqual Valley Road ","SAN DIEGO",CA,92027
"1800 S Melrose Drive ",VISTA,CA,92083
"22800 Tombill Road ",RAMONA,CA,92065
"16900 Mesamint Street ","SAN DIEGO",CA,92127
"2500 Pruett Drive ","",CA,92084
"500 Cal Independencia ",VISTA,CA,92083
"4500 Madera Street ","SAN DIEGO",CA,""
"200 C Ave ",CORONADO,CA,""
"11400 Hadar Drive ","SAN DIEGO",CA,""
"2700 E 24 Th Street ","COUNTY UNINCORPORATED",CA,""
"5000 Towle Court ","SAN DIEGO",CA,""
"2700 E 24 Th Street ","LINCOLN ACRES",CA,""
"10200 Kamwood Place ","SAN DIEGO",CA,92126
"2500 Rachael Avenue ","SAN DIEGO",CA,""
"9100 Three Seasons Road ","SAN DIEGO",CA,92126
"1000 Edgewood Place ","CHULA VISTA",CA,""
"7500 University Avenue ","LA MESA",CA,91942
"14500 Olive Vista Drive ",JAMUL,CA,91935
"8500 El Paseo Grande ","SAN DIEGO",CA,""
"8600 Graves Av 104 ",SANTEE,CA,""
"2000 Enterainment Circl ","CHULA VISTA",CA,""
"1100 W El Norte Parkway ",ESCONDIDO,CA,92026
"1100 Melrose Way ",VISTA,CA,92083
"1500 Olive Avenue ",VISTA,CA,""
"1800 Blk Santa Fe Avenue ","DEL MAR",CA,92014
"38000 Sandia Creek Drive ",FALLBROOK,CA,92028
